REGION,JOB_TITLE,SALARY,LOAN_AMOUNT,PERIOD,TARGET
Питер,Бухгалтер,89450,1051364,96,1
Казань,Бухгалтер,75614,1660852,72,0
Казань,Экономист,112309,663508,12,0
Москва,Программист,96231,1702408,60,1
Казань,Программист,75614,247948,60,1
Москва,Программист,89450,815880,108,1
Казань,Бухгалтер,112309,1272996,84,1
Питер,Бухгалтер,89450,1591592,84,1
Питер,Бухгалтер,75614,303356,36,1
Москва,Программист,210561,1162180,60,1
Питер,Программист,137245,1272996,60,1
Питер,Экономист,89450,1730112,72,1
Москва,Экономист,157495,1937892,84,1
Казань,Бухгалтер,137245,552692,12,0
Питер,Экономист,89450,1577740,24,0
Москва,Экономист,157495,1716260,12,0
Москва,Бухгалтер,89450,552692,24,1
Питер,Программист,157495,1314552,96,1
Москва,Экономист,137245,1300700,60,1
Питер,Бухгалтер,89450,358764,36,1
Москва,Программист,189242,1439220,96,1
Москва,Бухгалтер,96231,538840,96,1
Питер,Бухгалтер,75614,1120624,108,1
Москва,Бухгалтер,157495,1272996,72,1
Питер,Программист,189242,1633148,48,1
Казань,Экономист,89450,1300700,12,0
Казань,Программист,75614,580396,96,1
Москва,Бухгалтер,189242,1743964,96,1
Москва,Экономист,75614,1757816,36,0
Питер,Программист,89450,455728,24,1
Питер,Программист,75614,1591592,48,0
Казань,Программист,89450,1176032,96,1
Москва,Экономист,157495,247948,72,1
Москва,Программист,96231,718916,96,1
Питер,Бухгалтер,137245,1217588,72,1
Казань,Бухгалтер,89450,1660852,24,0
Питер,Экономист,75614,1037512,96,1
Казань,Бухгалтер,210561,220244,36,1
Москва,Бухгалтер,137245,621952,48,1
Москва,Бухгалтер,112309,1716260,48,0
Питер,Программист,112309,1757816,36,0
Питер,Бухгалтер,75614,234096,12,1
Питер,Программист,189242,912844,108,1
Казань,Бухгалтер,157495,1771668,72,1
Питер,Программист,89450,1259144,96,1
Казань,Программист,89450,400320,60,1
Москва,Экономист,96231,649656,96,1
Казань,Бухгалтер,89450,1688556,24,0
Москва,Экономист,189242,718916,96,1
Питер,Программист,137245,1328404,24,0
Казань,Бухгалтер,96231,732768,60,1
Питер,Экономист,112309,1009808,96,1
Питер,Бухгалтер,210561,1425368,84,1
Москва,Экономист,96231,1411516,108,1
Казань,Бухгалтер,89450,912844,72,1
Москва,Экономист,157495,1383812,48,1
Казань,Экономист,75614,649656,48,1
Казань,Бухгалтер,75614,247948,72,1
Казань,Экономист,89450,1369960,60,1
Питер,Экономист,89450,1383812,96,1
Москва,Программист,96231,317208,72,1
Москва,Экономист,112309,705064,84,1
Казань,Программист,96231,1148328,108,1
Москва,Экономист,210561,428024,84,1
Казань,Экономист,89450,1439220,36,0
Москва,Бухгалтер,157495,1369960,12,0
Питер,Экономист,137245,1383812,84,1
Москва,Программист,89450,1466924,24,0
Казань,Программист,210561,524988,96,1
Питер,Бухгалтер,89450,1536184,48,0
Питер,Программист,157495,898992,24,1
Москва,Программист,157495,1771668,72,1
Питер,Программист,189242,1134476,60,1
Казань,Экономист,210561,275652,60,1
Казань,Программист,210561,1009808,84,1
Казань,Бухгалтер,137245,317208,12,1
Казань,Бухгалтер,96231,1563888,48,0
Питер,Программист,157495,289504,84,1
Питер,Бухгалтер,96231,1120624,12,0
Питер,Программист,210561,1494628,24,1
Казань,Экономист,75614,234096,108,1
Москва,Экономист,189242,1924040,72,1
Москва,Экономист,210561,303356,48,1
Казань,Бухгалтер,112309,1203736,12,0
Казань,Программист,189242,220244,12,1
Питер,Бухгалтер,137245,455728,60,1
Питер,Бухгалтер,210561,1231440,12,0
Питер,Экономист,75614,705064,108,1
Казань,Бухгалтер,112309,1577740,24,0
Москва,Бухгалтер,137245,275652,60,1
Казань,Экономист,75614,1827076,72,0
Москва,Экономист,157495,1660852,48,1
Казань,Программист,96231,1785520,72,1
Питер,Бухгалтер,210561,1439220,108,1
Питер,Программист,112309,1494628,96,1
Казань,Экономист,112309,469580,48,1
Казань,Экономист,189242,344912,12,1
Питер,Бухгалтер,89450,594248,96,1
Москва,Экономист,189242,428024,84,1
Казань,Программист,157495,1231440,60,1
Москва,Бухгалтер,189242,1771668,60,1
Казань,Бухгалтер,137245,760472,72,1
Питер,Экономист,189242,1896336,96,1
Москва,Программист,137245,1037512,36,1
Питер,Экономист,210561,469580,12,1
Казань,Экономист,189242,1882484,12,0
Москва,Экономист,157495,1522332,36,1
Казань,Бухгалтер,137245,1633148,24,0
Казань,Бухгалтер,96231,1328404,24,0
Москва,Бухгалтер,75614,455728,36,1
Казань,Экономист,157495,1591592,48,1
Питер,Бухгалтер,137245,1231440,12,0
Питер,Программист,112309,261800,12,1
Питер,Экономист,189242,580396,108,1
Казань,Программист,157495,843584,72,1
Питер,Бухгалтер,210561,511136,84,1
Москва,Экономист,189242,1148328,48,1
Казань,Экономист,89450,1176032,24,0
Казань,Программист,96231,843584,84,1
Казань,Экономист,189242,1494628,12,0
Питер,Бухгалтер,157495,524988,36,1
Казань,Программист,189242,1522332,36,1
Казань,Экономист,189242,331060,96,1
Казань,Программист,89450,857436,96,1
Москва,Бухгалтер,189242,1910188,96,1
Казань,Бухгалтер,210561,594248,72,1
Москва,Экономист,137245,1965596,108,1
Питер,Бухгалтер,89450,1176032,48,1
Казань,Экономист,96231,1619296,108,1
Казань,Программист,157495,677360,12,0
Москва,Экономист,89450,1480776,96,1
Москва,Бухгалтер,210561,1411516,60,1
Питер,Бухгалтер,89450,1868632,48,0
Питер,Экономист,75614,289504,72,1
Казань,Бухгалтер,96231,428024,96,1
Питер,Бухгалтер,89450,594248,36,1
Москва,Бухгалтер,210561,275652,72,1
Казань,Бухгалтер,96231,1563888,84,1
Москва,Программист,210561,1605444,36,1
Казань,Экономист,75614,1023660,96,1
Казань,Экономист,210561,1217588,108,1
Казань,Экономист,189242,372616,24,1
Москва,Бухгалтер,137245,1092920,96,1
Питер,Бухгалтер,112309,1217588,12,0
Питер,Программист,96231,857436,96,1
Питер,Бухгалтер,137245,1757816,24,0
Москва,Экономист,189242,1453072,72,1
Москва,Бухгалтер,89450,857436,60,1
Питер,Экономист,157495,317208,60,1
Москва,Программист,75614,1854780,24,0
Питер,Экономист,137245,317208,84,1
Питер,Программист,189242,497284,48,1
Питер,Бухгалтер,89450,705064,60,1
Казань,Экономист,189242,566544,36,1
Москва,Экономист,210561,1023660,12,0
Питер,Экономист,89450,1536184,60,1
Москва,Бухгалтер,96231,1328404,108,1
Питер,Экономист,89450,317208,24,1
Питер,Экономист,75614,1106772,12,0
Москва,Бухгалтер,210561,303356,108,1
Москва,Бухгалтер,157495,898992,108,1
Москва,Экономист,89450,1993300,96,1
Питер,Бухгалтер,96231,1494628,108,1
Питер,Программист,157495,428024,48,1
Питер,Бухгалтер,96231,1633148,108,1
Питер,Программист,112309,871288,48,1
Москва,Бухгалтер,189242,968252,84,1
Москва,Экономист,112309,594248,12,0
Москва,Бухгалтер,210561,1203736,108,1
Казань,Бухгалтер,137245,1314552,48,1
Питер,Программист,210561,1702408,60,1
Москва,Экономист,157495,1259144,36,1
Питер,Бухгалтер,89450,372616,108,1
Москва,Программист,157495,788176,84,1
Москва,Бухгалтер,210561,1508480,84,1
Казань,Программист,75614,469580,36,1
Казань,Бухгалтер,96231,317208,48,1
Казань,Программист,89450,455728,24,1
Казань,Бухгалтер,137245,1162180,24,0
