REGION,JOB_TITLE,SALARY,LOAN_AMOUNT,PERIOD
Казань,Программист,89450,1092920,72
Москва,Экономист,210561,1508480,12
Москва,Программист,89450,234096,72
Казань,Экономист,137245,1813224,84
Питер,Программист,96231,1369960,60
Питер,Бухгалтер,112309,220244,48
Казань,Программист,89450,608100,24
Казань,Бухгалтер,137245,372616,84
Казань,Программист,75614,608100,36
Питер,Экономист,137245,1840928,96
Казань,Экономист,89450,1702408,84
Казань,Программист,112309,1203736,60
Казань,Программист,75614,705064,84
Питер,Экономист,89450,1439220,24
Питер,Программист,112309,1840928,24
Москва,Бухгалтер,157495,1757816,24
Казань,Программист,75614,760472,60
Казань,Программист,137245,1660852,108
Питер,Программист,75614,621952,24
Москва,Программист,137245,1605444,84
Казань,Экономист,189242,1896336,48
Москва,Программист,75614,1910188,72
Москва,Программист,210561,1231440,24
Питер,Программист,96231,566544,72
Казань,Бухгалтер,189242,1951744,84
Питер,Программист,189242,885140,96
Казань,Бухгалтер,112309,594248,36
Питер,Экономист,96231,1757816,108
Питер,Бухгалтер,89450,705064,60
Москва,Бухгалтер,96231,1453072,96
Москва,Программист,137245,1577740,84
Казань,Бухгалтер,189242,1314552,60
Питер,Программист,189242,1356108,48
Казань,Программист,75614,1037512,108
Питер,Программист,157495,220244,72
Москва,Бухгалтер,89450,1647000,72
Москва,Программист,89450,1840928,48
Питер,Программист,137245,344912,72
Москва,Экономист,112309,1300700,12
Москва,Программист,210561,1854780,12
Москва,Программист,189242,303356,12
Москва,Бухгалтер,96231,621952,72
Казань,Программист,189242,1023660,48
Казань,Экономист,210561,1397664,60
Москва,Бухгалтер,157495,1743964,84
Питер,Экономист,75614,386468,84
Питер,Программист,96231,829732,84
Москва,Бухгалтер,157495,926696,60
Питер,Экономист,96231,1674704,12
Москва,Программист,112309,247948,96
Москва,Программист,89450,1328404,24
Москва,Бухгалтер,137245,1466924,60
Питер,Бухгалтер,157495,1937892,12
Москва,Бухгалтер,189242,954400,36
Казань,Бухгалтер,75614,1647000,72
Москва,Программист,189242,386468,96
Казань,Бухгалтер,137245,788176,48
Питер,Бухгалтер,189242,1702408,84
Москва,Экономист,112309,1300700,36
Москва,Экономист,210561,1383812,24
Питер,Экономист,96231,1120624,36
Питер,Программист,75614,1799372,12
Казань,Бухгалтер,75614,1730112,72
Казань,Программист,137245,1716260,24
Питер,Экономист,137245,497284,48
Питер,Программист,137245,455728,72
Казань,Бухгалтер,75614,483432,72
Питер,Бухгалтер,96231,1134476,108
Казань,Программист,112309,1660852,24
Питер,Программист,189242,1453072,108
Казань,Бухгалтер,96231,1051364,24
Казань,Программист,189242,1522332,24
Москва,Бухгалтер,210561,1757816,96
Питер,Бухгалтер,210561,940548,84
Питер,Экономист,112309,1286848,60
Казань,Экономист,137245,414172,84
Москва,Программист,210561,954400,72
Питер,Бухгалтер,96231,455728,48
Казань,Экономист,210561,428024,48
Москва,Бухгалтер,137245,1605444,36
Питер,Экономист,89450,1757816,72
Казань,Программист,89450,635804,96
Москва,Экономист,89450,635804,24
Москва,Бухгалтер,75614,1813224,72
Казань,Программист,112309,1314552,72
Питер,Программист,137245,594248,84
Москва,Программист,157495,1231440,36
Москва,Программист,96231,1328404,96
Москва,Программист,75614,1092920,108
Питер,Экономист,89450,1439220,72
Казань,Программист,89450,1439220,84
Москва,Программист,210561,802028,84
Казань,Программист,137245,1148328,108
Казань,Программист,157495,691212,72
Казань,Бухгалтер,189242,247948,72
Москва,Экономист,89450,677360,36
Питер,Бухгалтер,89450,275652,48
Москва,Бухгалтер,96231,1522332,108
Казань,Бухгалтер,157495,1383812,48
Казань,Бухгалтер,189242,912844,84
Питер,Бухгалтер,75614,1397664,84
Казань,Бухгалтер,137245,1023660,48
Москва,Программист,157495,1799372,96
Казань,Экономист,157495,1633148,108
Москва,Бухгалтер,189242,1868632,48
Питер,Программист,210561,1827076,84
Москва,Экономист,96231,511136,84
Казань,Программист,89450,774324,108
Питер,Программист,89450,1716260,24
